agent_id,structural_type,functional_role,category,subcategory,region,dependencies_count,dependencies,target_column,expression
SO2_g_year,expression,SD stock-flow / aggregate consequence / feedback,environment,emissions_city,city,0,,,SO2_tailpipe_g_year + SO2_grid_g_year
SO2_grid_g_year,expression,SD stock-flow / aggregate consequence / feedback,environment,emissions_city,city,0,,,EF_grid_SO2_g_kWh * electricity_transport_kWh_year
SO2_tailpipe_g_year,expression,SD stock-flow / aggregate consequence / feedback,environment,emissions_city,city,0,,,EF_SO2_car_g_km * vkm_car_tailpipe + EF_SO2_bus_g_km * vkm_bus_tailpipe + EF_SO2_taxi_g_km * vkm_taxi_tailpipe + EF_SO2_motorcycle_g_km * vkm_motorcycle_tailpipe
VOT_IRR_per_hour_base,input,Input/exogenous or initialized state,economic,external_costs,city,0,,,
VOT_IRR_per_hour_effective,expression,SD stock-flow / aggregate consequence / feedback,economic,external_costs,city,0,,,VOT_IRR_per_hour_base * cost_index_0
VSL_IRR,input,Input/exogenous or initialized state,social,health_impacts,city,0,,,
acc_fatl,expression,SD stock-flow / aggregate consequence / feedback,social,safety,city,1,acc_fatl_obs,,acc_fatl_obs if YEAR_GRG<=2023 else (614.0 * ((1+-0.05515154031215952) ** (YEAR_GRG-2023)))
acc_serious_injuries,input,Input/exogenous or initialized state,social,safety,city,0,,,
alpha_green_NO2,input,Input/exogenous or initialized state,environment,air_quality,city,0,,,
alpha_green_PM25,input,Input/exogenous or initialized state,environment,air_quality,city,0,,,
are_r12,input,Input/exogenous or initialized state,urban,land_use_structure,region 12,0,,,
baseline_deaths_adult_year,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,(population_15_64 + population_65_plus) * mortality_adult_rate
baseline_deaths_child_year,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,population_0_14 * mortality_child_rate
baseline_deaths_total_year,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,baseline_deaths_adult_year + baseline_deaths_child_year
respiratory_admission_rate_base,input,Input/exogenous or initialized state,social,health_impacts,city,0,,,
capacity_PCE_per_km_hour,input,Input/exogenous or initialized state,transport,congestion_capacity,city,0,,,
cars_per_trainset,input,Input/exogenous or initialized state,transport,metro,city,0,,,
con_dst_r12,input,Input/exogenous or initialized state,transport,region12_performance,region 12,0,,,
concentration_NO2_excess_ugm3,expression,SD stock-flow / aggregate consequence / feedback,environment,air_quality,city,0,,,"max(concentration_NO2_ugm3 - NO2_threshold_ugm3, 0)"
concentration_NO2_ugm3,expression,SD stock-flow / aggregate consequence / feedback,environment,air_quality,city,0,,,NO2_background_ugm3 + k_NO2_concentration_effective_ugm3_per_t * NOx_t_year
concentration_PM25_excess_ugm3,expression,SD stock-flow / aggregate consequence / feedback,environment,air_quality,city,0,,,"max(concentration_PM25_ugm3 - PM25_threshold_ugm3, 0)"
concentration_PM25_ugm3,expression,SD stock-flow / aggregate consequence / feedback,environment,air_quality,city,0,,,PM25_background_ugm3 + k_PM25_concentration_effective_ugm3_per_t * PM25_t_year
cost_climate_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,impact,external_costs,city,0,,,CO2_t_year * cost_of_carbon_IRR_t
cost_congestion_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,external_costs,city,0,,,time_loss_car_hours_year * VOT_IRR_per_hour_effective
cost_congestion_IRR_year_r12,expression,SD stock-flow / aggregate consequence / feedback,economic,external_costs,region 12,0,,,time_loss_car_hours_year_r12 * VOT_IRR_per_hour_effective
cost_energy_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,cost_fuel_gasoline_IRR_year + cost_fuel_diesel_IRR_year + cost_fuel_CNG_IRR_year + electricity_cost_transport_IRR_year
cost_health_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,impact,external_costs,city,0,,,economic_value_deaths_IRR + economic_value_admissions_IRR
cost_health_IRR_year_r12,expression,SD stock-flow / aggregate consequence / feedback,impact,external_costs,region 12,0,,,cost_health_IRR_year * share_vkm_motorized_r12_city
cost_hospital_day_IRR_base,input,Input/exogenous or initialized state,social,health_impacts,city,0,,,
cost_hospital_day_IRR_indexed,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,cost_hospital_day_IRR_base * cost_index_0
cost_index_0,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,0,,,(inflation_index_effective ** (1 - import_share_0)) * (fx_index_effective ** import_share_0)
cost_index_20,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,0,,,(inflation_index_effective ** (1 - import_share_20)) * (fx_index_effective ** import_share_20)
cost_index_50,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,0,,,(inflation_index_effective ** (1 - import_share_50)) * (fx_index_effective ** import_share_50)
cost_index_70,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,0,,,(inflation_index_effective ** (1 - import_share_70)) * (fx_index_effective ** import_share_70)
cost_index_80,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,0,,,(inflation_index_effective ** (1 - import_share_80)) * (fx_index_effective ** import_share_80)
cost_index_100,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,0,,,(inflation_index_effective ** (1 - import_share_100)) * (fx_index_effective ** import_share_100)
cost_per_fatality_IRR,input,Input/exogenous or initialized state,social,safety,city,0,,,
cost_per_serious_injury_IRR,input,Input/exogenous or initialized state,social,safety,city,0,,,
external_cost_per_trip_IRR,expression,SD stock-flow / aggregate consequence / feedback,impact,system_costs,city,0,,,"external_cost_IRR_year / max(trips_per_year, 1)"
cost_road_safety_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,impact,external_costs,city,0,,,acc_fatl * cost_per_fatality_IRR + acc_serious_injuries * cost_per_serious_injury_IRR
deaths_NO2,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,population_city * mortality_adult_rate * AF_NO2
deaths_PM25,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,population_city * mortality_adult_rate * AF_PM25
deaths_PM25_adult,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,(population_15_64 + population_65_plus) * mortality_adult_rate * AF_PM25_adult
deaths_PM25_child,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,population_0_14 * mortality_child_rate * AF_PM25_child
deaths_total,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,deaths_PM25 + deaths_NO2
dly_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,congestion,region 12,0,,,"min(max(alpha_delay_congestion_r12 * congestion_index_r12, 0.0), 2.0)"
dly_tot,expression,SD stock-flow / aggregate consequence / feedback,transport,congestion,city,0,,,"min(max(alpha_delay_congestion * congestion_index, 0.0), 2.0)"
economic_value_admissions_IRR,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,respiratory_admissions * cost_hospital_day_IRR_indexed * 5
economic_value_deaths_IRR,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,deaths_total * VSL_IRR
electricity_bus_kWh_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_bus_EV * energy_bus_EV_kWh_km
electricity_car_kWh_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_car_EV * energy_car_EV_kWh_km
electricity_cost_transport_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,electricity_price_transport_indexed_IRR_kWh * electricity_transport_kWh_year
electricity_cost_PT_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,electricity_price_transport_indexed_IRR_kWh * (electricity_metro_kWh_year + electricity_bus_kWh_year)
electricity_metro_kWh_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_metro * energy_metro_kWh_km
electricity_motorcycle_kWh_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_motorcycle_EV * energy_motorcycle_EV_kWh_km
electricity_price_transport_IRR_kWh,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
electricity_price_transport_indexed_IRR_kWh,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,0,,,electricity_price_transport_IRR_kWh * cost_index_0
electricity_roadEV_kWh_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,electricity_car_kWh_year + electricity_taxi_kWh_year + electricity_motorcycle_kWh_year + electricity_bus_kWh_year
electricity_taxi_kWh_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_taxi_EV * energy_taxi_EV_kWh_km
electricity_transport_kWh_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,electricity_metro_kWh_year + electricity_roadEV_kWh_year
energy_CNG_MJ_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,fuel_CNG_kg_year * LHV_CNG_MJ_kg
energy_bus_EV_kWh_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
energy_car_EV_kWh_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
cost_energy_PT_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,cost_fuel_diesel_IRR_year + cost_fuel_CNG_IRR_year + electricity_cost_PT_IRR_year
energy_diesel_MJ_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,fuel_diesel_bus_litre_year * LHV_diesel_MJ_litre
energy_electricity_MJ_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,electricity_transport_kWh_year * LHV_electricity_MJ_kWh
energy_gasoline_MJ_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,fuel_gasoline_litre_year * LHV_gasoline_MJ_litre
energy_metro_kWh_km,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,2,energy_metro_kWh_per_train_km_source | cars_per_trainset,,energy_metro_kWh_per_train_km_source * cars_per_trainset
energy_metro_kWh_per_train_km_source,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
energy_motorcycle_EV_kWh_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
energy_taxi_EV_kWh_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
external_cost_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,impact,external_costs,city,0,,,cost_energy_IRR_year + cost_health_IRR_year + cost_road_safety_IRR_year + cost_climate_IRR_year + cost_congestion_IRR_year + cost_noise_IRR_year
external_cost_IRR_year_r12,expression,SD stock-flow / aggregate consequence / feedback,impact,external_costs,region 12,0,,,(external_cost_IRR_year - cost_congestion_IRR_year) * share_vkm_motorized_r12_city + cost_congestion_IRR_year_r12
fare_bus_IRR_trip_indexed,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,4,fare_bus_observed_IRR_trip | YEAR_GRG | fare_bus_projection_base_IRR_trip | cost_index_bus_fare,,fare_bus_observed_IRR_trip if YEAR_GRG <= 2023 else (fare_bus_projection_base_IRR_trip * cost_index_bus_fare)
fare_metro_IRR_trip_indexed,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,4,fare_metro_observed_IRR_trip | YEAR_GRG | fare_metro_projection_base_IRR_trip | cost_index_metro_fare,,fare_metro_observed_IRR_trip if YEAR_GRG <= 2023 else (fare_metro_projection_base_IRR_trip * cost_index_metro_fare)
fare_rhc_IRR_trip_base,input,Input/exogenous or initialized state,economic,fares_revenue,city,0,,,
fare_rhc_IRR_trip_indexed,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,(fare_rhc_IRR_trip_base * cost_index_rhc_fare)
revenue_transport_public_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,fare_revenue_bus_IRR_year + fare_revenue_metro_IRR_year
fare_revenue_bus_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,trips_bus_total * fare_bus_IRR_trip_indexed
fare_revenue_metro_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,trips_metro * fare_metro_IRR_trip_indexed
fare_revenue_rhc_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,fares_revenue,city,0,,,trp_rhc * fare_rhc_IRR_trip_indexed
fc_bus_diesel_litre_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
fc_car_CNG_kg_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
fc_car_gasoline_litre_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
fc_motorcycle_gasoline_litre_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
fc_taxi_CNG_kg_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
fc_taxi_gasoline_litre_km,input,Input/exogenous or initialized state,environment,energy_use,city,0,,,
final_energy_MJ_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,energy_gasoline_MJ_year + energy_diesel_MJ_year + energy_CNG_MJ_year + energy_electricity_MJ_year
final_energy_intensity_MJ_pkm,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,"final_energy_MJ_year / max(pkm_total, 1)"
fuel_CNG_car_kg_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_car_CNG * fc_car_CNG_kg_km
fuel_CNG_kg_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,fuel_CNG_car_kg_year + fuel_CNG_taxi_kg_year
fuel_CNG_taxi_kg_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_taxi_CNG * fc_taxi_CNG_kg_km
cost_fuel_CNG_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,fuel_price_CNG_IRR_kg * fuel_CNG_kg_year
cost_fuel_diesel_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,fuel_price_diesel_IRR_litre * fuel_diesel_bus_litre_year
cost_fuel_gasoline_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,fuel_price_gasoline_IRR_litre * fuel_gasoline_litre_year
fuel_diesel_bus_litre_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_bus_tailpipe * share_bus_diesel * fc_bus_diesel_litre_km
fuel_gasoline_car_litre_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_car_gasoline * fc_car_gasoline_litre_km
fuel_gasoline_litre_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,fuel_gasoline_car_litre_year + fuel_gasoline_taxi_litre_year + fuel_gasoline_motorcycle_litre_year
fuel_gasoline_motorcycle_litre_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_motorcycle_gasoline * fc_motorcycle_gasoline_litre_km
fuel_gasoline_taxi_litre_year,expression,SD stock-flow / aggregate consequence / feedback,environment,energy_use,city,0,,,vkm_taxi_gasoline * fc_taxi_gasoline_litre_km
fuel_price_CNG_IRR_kg,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
fuel_price_diesel_IRR_litre,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
fuel_price_gasoline_IRR_litre,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
green_mitigation_floor,input,Input/exogenous or initialized state,environment,air_quality,city,0,,,
green_parks_area_m2,input,Input/exogenous or initialized state,urban,green_public_space,city,0,,,
green_space_area_m2,expression,SD stock-flow / aggregate consequence / feedback,urban,green_public_space,city,0,,,green_parks_area_m2 + green_streets_area_m2
green_space_area_r12_m2,expression,SD stock-flow / aggregate consequence / feedback,urban,green_public_space,region 12,0,,,green_parks_area_r12 + green_streets_area_r12
green_space_mitigation_factor_NO2,expression,SD stock-flow / aggregate consequence / feedback,environment,air_quality,city,0,,,"max(green_mitigation_floor, 1 - alpha_green_NO2 * min(green_space_share_of_urban_area, green_space_share_cap))"
green_space_mitigation_factor_PM25,expression,SD stock-flow / aggregate consequence / feedback,environment,air_quality,city,0,,,"max(0.5, 1 - alpha_green_PM25 * min(green_space_share_of_urban_area, 0.4))"
green_space_per_capita_m2,expression,SD stock-flow / aggregate consequence / feedback,urban,green_public_space,city,0,,,"green_space_area_m2 / max(population_city, 1)"
green_space_per_capita_r12_m2,expression,SD stock-flow / aggregate consequence / feedback,urban,green_public_space,region 12,0,,,"green_space_area_r12_m2 / max(pop_r12, 1.0)"
green_space_share_cap,input,Input/exogenous or initialized state,environment,air_quality,city,0,,,
green_space_share_of_area_r12,expression,SD stock-flow / aggregate consequence / feedback,urban,green_public_space,region 12,0,,,"(green_space_area_r12_m2 / 1e6) / max(are_r12, 1.0)"
green_space_share_of_urban_area,expression,SD stock-flow / aggregate consequence / feedback,urban,green_public_space,city,0,,,"(green_space_area_m2 / 1e6) / max(urban_area_km2, 1e-3)"
green_streets_area_m2,input,Input/exogenous or initialized state,urban,green_public_space,city,0,,,
green_parks_area_r12,input,Input/exogenous or initialized state,urban,green_public_space,region 12,0,,,
green_streets_area_r12,input,Input/exogenous or initialized state,urban,green_public_space,region 12,0,,,
health_cost_per_capita_IRR,expression,SD stock-flow / aggregate consequence / feedback,impact,external_costs,city,0,,,"cost_health_IRR_year / max(population_city, 1)"
household_income_per_capita_IRR_year,input,Input/exogenous or initialized state,economic,macro,city,0,,,
import_share_0,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
import_share_20,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
import_share_50,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
import_share_70,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
import_share_80,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
import_share_100,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
ecn_usd,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,1,ecn_usd_obs,,ecn_usd_obs if YEAR_GRG<=2023 else (550000.0 * ((1+0.3399403191028385) ** (YEAR_GRG-2023)))
ecn_usd_base,input,Input/exogenous or initialized state,economic,prices_inflation_fx,city,0,,,
fx_index_effective,expression,SD stock-flow / aggregate consequence / feedback,economic,prices_inflation_fx,city,0,,,ecn_usd / ecn_usd_base
job_r12,input,Input/exogenous or initialized state,economic,macro,region 12,0,,,
k_NO2_concentration_effective_ugm3_per_t,expression,SD stock-flow / aggregate consequence / feedback,environment,air_quality,city,0,,,k_NO2_concentration_ugm3_per_t * green_space_mitigation_factor_NO2
k_NO2_concentration_ugm3_per_t,input,Input/exogenous or initialized state,environment,air_quality,city,0,,,
k_PM25_concentration_effective_ugm3_per_t,expression,SD stock-flow / aggregate consequence / feedback,environment,air_quality,city,0,,,k_PM25_concentration_ugm3_per_t * green_space_mitigation_factor_PM25
k_PM25_concentration_ugm3_per_t,input,Input/exogenous or initialized state,environment,air_quality,city,0,,,
brt_share_of_bus,input,Input/exogenous or initialized state,transport,travel_demand,city,0,,,
mortality_adult_rate,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,0.0065
mortality_child_rate,expression,SD stock-flow / aggregate consequence / feedback,social,health_impacts,city,0,,,0.00045
beta_noise_EV,input,Input/exogenous or initialized state,environment,noise_parameters,city,0,,,
beta_noise_congestion,input,Input/exogenous or initialized state,environment,noise_parameters,city,0,,,
beta_noise_green,input,Input/exogenous or initialized state,environment,noise_parameters,city,0,,,
noise_exposure_index,expression,SD stock-flow / aggregate consequence / feedback,environment,noise_parameters,city,0,,,"max(0.2,   1   + beta_noise_congestion * congestion_index   - beta_noise_EV * EV_share_vkm_weighted   - beta_noise_green * green_space_share_of_urban_area)"
noise_base_cost_IRR_year,input,Input/exogenous or initialized state,impact,external_costs,city,0,,,
cost_noise_IRR_year,expression,SD stock-flow / aggregate consequence / feedback,impact,external_costs,city,0,,,noise_base_cost_IRR_year * noise_exposure_index
occ_mot,input,Input/exogenous or initialized state,transport,vehicle_occupancy,city,0,,,
occ_car,input,Input/exogenous or initialized state,transport,vehicle_occupancy,city,0,,,
occ_tax,input,Input/exogenous or initialized state,transport,vehicle_occupancy,city,0,,,
occ_bus,input,Input/exogenous or initialized state,transport,vehicle_occupancy,city,0,,,
occ_met,input,Input/exogenous or initialized state,transport,vehicle_occupancy,city,0,,,
occ_oth,input,Input/exogenous or initialized state,transport,vehicle_occupancy,city,0,,,
opex_BRT_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
opex_BRT_EV_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
opex_BRT_IRR_km_indexed,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,( share_brt_bus_diesel * opex_BRT_IRR_km_base + share_brt_bus_EV * opex_BRT_EV_IRR_km_base) * cost_index_50
opex_bus_EV_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
opex_bus_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
opex_bus_IRR_km_indexed,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,( share_bus_diesel * opex_bus_IRR_km_base + share_bus_EV * opex_bus_EV_IRR_km_base) * cost_index_50
opex_car_EV_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
opex_car_IRR_km_indexed,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,(  (1 - share_car_EV) * opex_car_IRR_km_base +   share_car_EV * opex_car_EV_IRR_km_base) * (cost_index_50)
opex_car_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
opex_metro_IRR_km_indexed,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,opex_metro_IRR_km_base * cost_index_50
opex_metro_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
opex_taxi_EV_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
opex_taxi_IRR_km_indexed,expression,SD stock-flow / aggregate consequence / feedback,economic,opex,city,0,,,(  (1 - share_taxi_EV) * opex_taxi_IRR_km_base +   share_taxi_EV * opex_taxi_EV_IRR_km_base) * cost_index_50
opex_taxi_IRR_km_base,input,Input/exogenous or initialized state,economic,opex,city,0,,,
pce_mot,input,Input/exogenous or initialized state,transport,traffic_activity_pce,city,0,,,
pce_car,input,Input/exogenous or initialized state,transport,traffic_activity_pce,city,0,,,
pce_tax,input,Input/exogenous or initialized state,transport,traffic_activity_pce,city,0,,,
pce_bus,input,Input/exogenous or initialized state,transport,traffic_activity_pce,city,0,,,
pce_oth,input,Input/exogenous or initialized state,transport,traffic_activity_pce,city,0,,,
vkm_mot_pce,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_motorcycle * pce_mot
vkm_car_pce,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_car * pce_car
vkm_tax_pce,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_taxi * pce_tax
vkm_bus_pce,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_bus * pce_bus
vkm_oth_pce,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_other * pce_oth
vkm_pce_total,expression,ABM behavioral mediation / competition / exposure,transport,traffic,city,0,,,vkm_mot_pce + vkm_car_pce + vkm_tax_pce + vkm_bus_pce + vkm_oth_pce
vkm_pce_total_hour,expression,SD stock-flow / aggregate consequence / feedback,transport,congestion_capacity,city,0,,,vkm_pce_total / 8760.0
vkm_mot_pce_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,vkm_motorcycle_r12 * pce_mot
vkm_car_pce_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,vkm_car_r12 * pce_car
vkm_tax_pce_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,vkm_taxi_r12 * pce_tax
vkm_bus_pce_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,vkm_bus_r12 * pce_bus
vkm_oth_pce_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,vkm_oth_r12 * pce_oth
vkm_pce_total_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,(vkm_mot_pce_r12 + vkm_car_pce_r12 + vkm_tax_pce_r12 + vkm_bus_pce_r12 + vkm_oth_pce_r12) * telework_trip_multiplier
vkm_pce_total_hour_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,region12_performance,region 12,0,,,vkm_pce_total_r12 / 8760.0
modal_share_mot_ptf,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_mot_pce / (vkm_mot_pce + vkm_car_pce + vkm_tax_pce + vkm_bus_pce + vkm_oth_pce)
modal_share_car_ptf,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_car_pce / (vkm_mot_pce + vkm_car_pce + vkm_tax_pce + vkm_bus_pce + vkm_oth_pce)
modal_share_tax_ptf,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_tax_pce / (vkm_mot_pce + vkm_car_pce + vkm_tax_pce + vkm_bus_pce + vkm_oth_pce)
modal_share_bus_ptf,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_pce,city,0,,,vkm_bus_pce / (vkm_mot_pce + vkm_car_pce + vkm_tax_pce + vkm_bus_pce + vkm_oth_pce)
parking_tot,input,Input/exogenous or initialized state,urban,land_use_structure,city,0,,,
parking_r12,expression,SD stock-flow / aggregate consequence / feedback,urban,land_use_structure,region 12,0,,,0.06 * parking_tot * parking_supply_multiplier_r12
pkm_motorcycle,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,trips_motorcycle * trip_length_km
pkm_car,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,trips_car * trip_length_km
pkm_taxi,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,trips_taxi * trip_length_km
pkm_bus,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,trips_bus_total * trip_length_km
pkm_other,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,trips_other * trip_length_km
pkm_metro,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,trips_metro * trip_length_km
pkm_total,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_city,city,0,,,trips_per_year * trip_length_km
pkm_metro_r12,expression,SD stock-flow / aggregate consequence / feedback,transport,traffic_activity_region,region 12,0,,,trp_r12 * modal_share_met_r12 * trip_length_r12_km
population_0_14,input,Input/exogenous or initialized state,social,demography,city,0,,,
population_15_64,input,Input/exogenous or initialized state,social,demography,city,0,,,
population_65_plus,input,Input/exogenous or initialized state,social,demography,city,0,,,
population_city,stock,SD stock-flow / aggregate consequence / feedback,social,demography,city,0,,,
birth_rate_per_person_year,expression,SD stock-flow / aggregate consequence / feedback,social,demography,city,0,,,0.015
births_total_year,expression,SD stock-flow / aggregate consequence / feedback,social,demography,city,0,,,population_city * birth_rate_per_person_year
household_size,input,Input/exogenous or initialized state,social,demography,city,0,,,
households_total,expression,SD stock-flow / aggregate consequence / feedback,social,demography,city,0,,,"population_city / max(household_size, 0.1)"
